"",,,,,,"","","",,,"BoHa XIX: Taf.9",,,,,,,,
"Halpasulupi(?)","Nis","111","REX.FILIUS (?)/ REX (?)","","BoHa XIX: 253","642","","",,,"BoHa XIX: Taf.9","BoHa XIX: 132",,"1","","","","",""
"Halpaziti","Nis","112","BONUS2 SCRIBA","","BoHa XIX: 254","642","TONITRUS.GENUFLECTERE-VIR.ZI/A","",,"StMe VI p.147","BoHa XIX: Taf.9","BoHa XIX: 133","SBo II. Taf. II","5","","","","",""
"","SBo II","56","BONUS2 SCRIBA","",,"","","",,,"SBo II: p.68","SBo II, p. 13,26,29,31","","5","","","","",""
"","SBo II","57","SCRIBA II","",,"","","",,,"SBo II: p.68","SBo II, p. 26,29,30,32","","5","","","","",""
"","SBo II","58","BONUS2 SCRIBA-la","",,"","","",,,"SBo II: p.68","SBo II, p. 26,29,32,33,42",,"5","","","PASTOR2 BONUS2 MAGNUS.VITIS","",""
"","StMe VI","VIb 1.4","BONUS2 VIR2","",,"","","",,,"StMe VI taf. 36","StMe VI pp.164-168",,"5","","Another name on the seal = Ku-ku-la-na","","",""
"Hasariya(?)","Nis","113","BONUS2 SACERDOS2","","BoHa XIX: 254","642","","",,,"BoHa XIX: Taf.9","BoHa XIX: 133",,"1","","","","",""
"Hassawas-In(n)ara","Nis","136","REX.FILIUS","","BoHa XIX: 256","642","REX-CERVUS+ra/i","",,,"BoHa XIX: Taf.11","BoHa XIX: 137","BoHa XIX: Taf. 11","3","","","MAGNUS.DOMUS.FILIUS","",""
"","SBo II","74","","",,"","","",,,"SBo II: p.69","SBo II, p. 7,15,16,20","SBo II. Taf. II","3","","","","",""
"","SBo II","230","","",,"","","",,,"SBo II: p.78","SBo II p. 2,3,7,15,17,20","","3","","","","",""
"Hassuili","Nis","114","REX.FILIUS","","BoHa XIX: 254","642","","",,,"BoHa XIX: Taf.9","BoHa XIX: 133",,"1","","","","",""
"Hatiya","Nis","116","REX.FEMINA (or REX.FILIA?)","","BoHa XIX: 254","642","","",,,"BoHa XIX: Taf.9","BoHa XIX: 133",,"3","","","","",""
"","Nis","117","REX.FEMINA (or REX.FILIA?)","",,"","","",,,"","BoHa XIX: 133",,"3","","","","",""
"","Nis","118","REX.FEMINA (or REX.FILIA?)","",,"","","",,,"","BoHa XIX: 133-134",,"3","","","","",""
"",,,,,,"","","",,,"",,,,,,,,
"Hattili","Nis","115","SCRIBA","","BoHa XIX: 254","642","","",,,"BoHa XIX: Taf.9","BoHa XIX: 133",,"1","","","","",""
"Hattusili","Nis","119","REX sa+ra/i REGIO","","BoHa XIX: 254","642","HATTI-li","",,,"BoHa XIX: Taf.9","BoHa XIX: 134","","2","","","","",""
"","SBo II","3","MAGNUS.REX","",,"","","",,,"SBo II: p.65","SBo II, p. 7",,"2","","","","",""
"ha-tu-zi/a-pa-a","Nis","120","REX.FILIUS","","BoHa XIX: 254","642","","",,,"BoHa XIX: Taf.9","BoHa XIX: 134","BoHa XIX: Taf.","1","","","","",""
"Hazziya","Nis","121","","","BoHa XIX: 254","642","","",,,"BoHa XIX: Taf.9","BoHa XIX: 134","BoHa XIX: Taf. 9","1","","","","",""
"Hilanni","Nis","122","BONUS2 L.468/69","","BoHa XIX: 255","642","","",,,"BoHa XIX: Taf.10","BoHa XIX: 134","BoHa XIX: Taf. 10","1","","","VITIS","",""
"Hillarizzi","Nis","123","AURIGA","","BoHa XIX: 255","642","","",,,"BoHa XIX: Taf.10","BoHa XIX: 134","BoHa XIX: Taf. 10","5","","","","",""
"","AuOr suppl","76","BONUS2 SCRIBA-la","",,"","","",,,,,,"5","","(ME. 36)","","",""
"","AuOr suppl ","36 ","BONUS2 [SCRIBA-la]","",,"","","",,,,,,"5","","CK. 3)","","",""
